ID,datetime,temperature,var1,pressure,windspeed,var2,electricity_consumption,hour,day,month
73,2013-07-04 01:00:00,-10.7,-12.9,998.0,1.45,A,504.0,1,4,7
74,2013-07-04 02:00:00,-11.4,-15.7,996.0,4.755,A,384.0,2,4,7
75,2013-07-04 03:00:00,-9.3,-15.0,994.0,6.045,A,342.0,3,4,7
76,2013-07-04 04:00:00,-12.9,-15.7,993.0,6.935,A,276.0,4,4,7
77,2013-07-04 05:00:00,-12.1,-12.9,997.0,8.975,A,261.0,5,4,7
78,2013-07-04 06:00:00,-12.1,-14.3,997.0,11.14,A,273.0,6,4,7
79,2013-07-04 07:00:00,-10.7,-14.3,1000.0,2.39,A,279.0,7,4,7
80,2013-07-04 08:00:00,-12.9,-15.0,1001.0,3.165,A,240.0,8,4,7
81,2013-07-04 09:00:00,-10.0,-12.1,996.0,2.915,A,273.0,9,4,7
82,2013-07-04 10:00:00,-7.9,-12.9,995.0,2.39,A,276.0,10,4,7
83,2013-07-04 11:00:00,-7.1,-12.9,998.0,2.53,A,312.0,11,4,7
84,2013-07-04 12:00:00,-6.4,-14.3,996.0,3.67,A,294.0,12,4,7
85,2013-07-04 13:00:00,-4.3,-11.4,1005.0,5.4350000000000005,A,288.0,13,4,7
86,2013-07-04 14:00:00,-3.6,-12.9,993.0,5.005,A,300.0,14,4,7
87,2013-07-04 15:00:00,-2.9,-13.6,1000.0,10.815,A,303.0,15,4,7
88,2013-07-04 16:00:00,-3.6,-15.7,987.0,14.86,A,255.0,16,4,7
89,2013-07-04 17:00:00,-4.3,-15.0,1004.0,22.635,A,279.0,17,4,7
90,2013-07-04 18:00:00,-2.9,-15.0,986.0,29.935,A,270.0,18,4,7
91,2013-07-04 19:00:00,-4.3,-13.6,1002.0,36.96,A,252.0,19,4,7
92,2013-07-04 20:00:00,-6.4,-16.4,993.0,45.11,A,273.0,20,4,7
93,2013-07-04 21:00:00,-4.3,-15.0,994.0,52.66,A,231.0,21,4,7
94,2013-07-04 22:00:00,-6.4,-17.9,1000.0,59.435,A,246.0,22,4,7
95,2013-07-04 23:00:00,-5.7,-15.0,1008.0,68.235,A,231.0,23,4,7
96,2013-07-05 00:00:00,-8.6,-15.7,993.0,77.425,A,228.0,0,5,7
97,2013-07-05 01:00:00,-6.4,-16.4,997.0,86.255,A,210.0,1,5,7
98,2013-07-05 02:00:00,-7.9,-18.6,991.0,95.96,A,213.0,2,5,7
99,2013-07-05 03:00:00,-7.9,-17.9,991.0,105.9,A,213.0,3,5,7
100,2013-07-05 04:00:00,-7.9,-17.9,1009.0,114.09,A,231.0,4,5,7
101,2013-07-05 05:00:00,-8.6,-18.6,1001.0,124.795,A,225.0,5,5,7
102,2013-07-05 06:00:00,-10.0,-17.1,996.0,130.82,A,210.0,6,5,7
103,2013-07-05 07:00:00,-10.7,-19.3,1011.0,138.72,A,201.0,7,5,7
104,2013-07-05 08:00:00,-7.9,-17.9,1005.0,147.285,A,213.0,8,5,7
105,2013-07-05 09:00:00,-10.0,-17.1,1011.0,156.475,A,204.0,9,5,7
106,2013-07-05 10:00:00,-9.3,-19.3,996.0,165.79,A,204.0,10,5,7
107,2013-07-05 11:00:00,-7.1,-18.6,1004.0,174.355,A,204.0,11,5,7
108,2013-07-05 12:00:00,-7.9,-19.3,1003.0,184.185,A,198.0,12,5,7
109,2013-07-05 13:00:00,-6.4,-19.3,1003.0,193.5,A,210.0,13,5,7
110,2013-07-05 14:00:00,-5.0,-17.1,993.0,201.675,A,186.0,14,5,7
111,2013-07-05 15:00:00,-4.3,-15.7,993.0,210.615,A,192.0,15,5,7
112,2013-07-05 16:00:00,-6.4,-16.4,992.0,219.32,A,207.0,16,5,7
113,2013-07-05 17:00:00,-5.7,-17.1,1002.0,228.51,A,207.0,17,5,7
114,2013-07-05 18:00:00,-6.4,-17.9,1010.0,236.435,A,180.0,18,5,7
115,2013-07-05 19:00:00,-7.1,-15.0,1010.0,245.485,A,192.0,19,5,7
116,2013-07-05 20:00:00,-6.4,-17.9,1005.0,253.3,A,192.0,20,5,7
117,2013-07-05 21:00:00,-6.4,-17.1,1014.0,260.95,A,192.0,21,5,7
118,2013-07-05 22:00:00,-7.1,-17.9,1002.0,268.1,A,231.0,22,5,7
119,2013-07-05 23:00:00,-8.6,-18.6,1014.0,275.775,A,210.0,23,5,7
120,2013-07-06 00:00:00,-7.9,-17.1,1012.0,283.825,A,210.0,0,6,7
121,2013-07-06 01:00:00,-7.9,-18.6,1002.0,289.51,A,204.0,1,6,7
122,2013-07-06 02:00:00,-10.0,-19.3,1005.0,296.445,A,213.0,2,6,7
123,2013-07-06 03:00:00,-8.6,-16.4,1012.0,303.995,A,204.0,3,6,7
124,2013-07-06 04:00:00,-9.3,-17.1,1017.0,309.165,A,207.0,4,6,7
125,2013-07-06 05:00:00,-10.7,-18.6,1007.0,314.085,A,186.0,5,6,7
126,2013-07-06 06:00:00,-9.3,-17.9,1001.0,319.005,A,186.0,6,6,7
127,2013-07-06 07:00:00,-9.3,-18.6,1011.0,322.775,A,207.0,7,6,7
128,2013-07-06 08:00:00,-10.0,-19.3,1017.0,327.17,A,192.0,8,6,7
129,2013-07-06 09:00:00,-7.1,-17.1,1009.0,334.195,A,195.0,9,6,7
130,2013-07-06 10:00:00,-7.1,-17.1,1013.0,343.135,A,186.0,10,6,7
131,2013-07-06 11:00:00,-5.7,-17.1,1014.0,351.825,A,201.0,11,6,7
132,2013-07-06 12:00:00,-4.3,-17.1,1014.0,360.89,A,192.0,12,6,7
133,2013-07-06 13:00:00,-4.3,-15.7,1007.0,368.955,A,216.0,13,6,7
134,2013-07-06 14:00:00,-3.6,-15.7,1013.0,379.02,A,204.0,14,6,7
135,2013-07-06 15:00:00,-4.3,-17.1,1009.0,386.195,A,204.0,15,6,7
136,2013-07-06 16:00:00,-6.4,-17.1,999.0,393.345,A,186.0,16,6,7
137,2013-07-06 17:00:00,-4.3,-15.7,1006.0,401.37,A,222.0,17,6,7
138,2013-07-06 18:00:00,-5.7,-16.4,1013.0,407.645,A,195.0,18,6,7
139,2013-07-06 19:00:00,-5.0,-17.9,1011.0,414.455,A,201.0,19,6,7
140,2013-07-06 20:00:00,-6.4,-14.3,1013.0,419.375,A,213.0,20,6,7
141,2013-07-06 21:00:00,-9.3,-17.1,1002.0,423.42,A,198.0,21,6,7
142,2013-07-06 22:00:00,-7.9,-15.0,998.0,426.175,A,231.0,22,6,7
143,2013-07-06 23:00:00,-9.3,-15.0,1005.0,431.32,A,213.0,23,6,7
144,2013-07-07 00:00:00,-7.1,-17.1,1010.0,434.45,A,201.0,0,7,7
145,2013-07-07 01:00:00,-8.6,-15.7,1001.0,438.62,A,195.0,1,7,7
146,2013-07-07 02:00:00,-10.0,-17.9,1003.0,443.015,A,201.0,2,7,7
147,2013-07-07 03:00:00,-10.0,-15.0,1001.0,447.535,A,210.0,3,7,7
148,2013-07-07 04:00:00,-10.0,-15.0,998.0,5.395,A,204.0,4,7,7
149,2013-07-07 05:00:00,-12.9,-17.9,996.0,5.645,A,192.0,5,7,7
150,2013-07-07 06:00:00,-12.9,-18.6,1010.0,9.025,A,213.0,6,7,7
151,2013-07-07 07:00:00,-11.4,-18.6,1007.0,12.03,A,216.0,7,7,7
152,2013-07-07 08:00:00,-10.0,-18.6,1003.0,15.16,A,228.0,8,7,7
153,2013-07-07 09:00:00,-7.1,-15.7,996.0,19.055,A,225.0,9,7,7
154,2013-07-07 10:00:00,-7.9,-17.9,1000.0,23.725,A,234.0,10,7,7
155,2013-07-07 11:00:00,-5.7,-17.9,1008.0,26.605,A,231.0,11,7,7
156,2013-07-07 12:00:00,-5.0,-14.3,998.0,28.02,A,240.0,12,7,7
157,2013-07-07 13:00:00,-5.0,-15.0,996.0,2.515,A,261.0,13,7,7
158,2013-07-07 14:00:00,-3.6,-17.9,1000.0,3.68,A,258.0,14,7,7
159,2013-07-07 15:00:00,-2.1,-14.3,997.0,2.915,A,270.0,15,7,7
160,2013-07-07 16:00:00,-5.0,-17.9,995.0,6.17,A,270.0,16,7,7
161,2013-07-07 17:00:00,-5.0,-15.7,994.0,8.8,A,237.0,17,7,7
162,2013-07-07 18:00:00,-5.0,-16.4,992.0,13.695,A,270.0,18,7,7
163,2013-07-07 19:00:00,-5.7,-16.4,988.0,15.825,A,270.0,19,7,7
164,2013-07-07 20:00:00,-5.0,-13.6,1003.0,19.205,A,273.0,20,7,7
165,2013-07-07 21:00:00,-7.1,-17.1,986.0,20.22,A,294.0,21,7,7
166,2013-07-07 22:00:00,-7.9,-12.9,989.0,2.765,A,282.0,22,7,7
167,2013-07-07 23:00:00,-7.9,-15.0,997.0,3.28,A,306.0,23,7,7
168,2013-07-08 00:00:00,-9.3,-14.3,1001.0,2.015,A,330.0,0,8,7
169,2013-07-08 01:00:00,-7.9,-13.6,998.0,3.305,A,348.0,1,8,7
170,2013-07-08 02:00:00,-9.3,-14.3,1000.0,2.64,A,384.0,2,8,7
171,2013-07-08 03:00:00,-10.0,-12.1,997.0,2.64,A,372.0,3,8,7
172,2013-07-08 04:00:00,-8.6,-15.7,1001.0,3.555,A,378.0,4,8,7
173,2013-07-08 05:00:00,-7.9,-14.3,985.0,6.435,A,405.0,5,8,7
174,2013-07-08 06:00:00,-7.1,-14.3,987.0,10.19,A,342.0,6,8,7
175,2013-07-08 07:00:00,-6.4,-13.6,993.0,14.735,A,279.0,7,8,7
176,2013-07-08 08:00:00,-7.1,-15.0,994.0,20.03,A,228.0,8,8,7
177,2013-07-08 09:00:00,-7.1,-15.0,994.0,27.68,A,207.0,9,8,7
178,2013-07-08 10:00:00,-5.0,-14.3,1006.0,36.12,A,189.0,10,8,7
179,2013-07-08 11:00:00,-5.0,-14.3,1001.0,46.8,A,213.0,11,8,7
180,2013-07-08 12:00:00,-5.0,-15.7,1007.0,56.115,A,201.0,12,8,7
181,2013-07-08 13:00:00,-4.3,-16.4,994.0,64.555,A,210.0,13,8,7
182,2013-07-08 14:00:00,-4.3,-16.4,1003.0,75.26,A,210.0,14,8,7
183,2013-07-08 15:00:00,-5.7,-15.7,994.0,84.965,A,189.0,15,8,7
184,2013-07-08 16:00:00,-5.0,-17.1,994.0,94.795,A,213.0,16,8,7
185,2013-07-08 17:00:00,-5.0,-14.3,1004.0,102.97,A,210.0,17,8,7
186,2013-07-08 18:00:00,-5.0,-16.4,1007.0,112.3,A,222.0,18,8,7
187,2013-07-08 19:00:00,-5.7,-17.9,1003.0,122.255,A,204.0,19,8,7
188,2013-07-08 20:00:00,-5.0,-18.6,994.0,139.745,A,204.0,20,8,7
189,2013-07-08 21:00:00,-7.9,-17.9,1003.0,152.08,A,222.0,21,8,7
190,2013-07-08 22:00:00,-7.9,-19.3,1003.0,161.535,A,222.0,22,8,7
191,2013-07-08 23:00:00,-8.6,-20.7,1000.0,173.855,A,216.0,23,8,7
192,2013-07-09 00:00:00,-9.3,-17.1,998.0,184.91,A,201.0,0,9,7
193,2013-07-09 01:00:00,-9.3,-20.0,1011.0,198.37,A,195.0,1,9,7
194,2013-07-09 02:00:00,-10.0,-18.6,997.0,210.69,A,213.0,2,9,7
195,2013-07-09 03:00:00,-8.6,-18.6,1001.0,221.87,A,201.0,3,9,7
196,2013-07-09 04:00:00,-10.7,-20.0,1003.0,231.075,A,216.0,4,9,7
197,2013-07-09 05:00:00,-10.0,-20.7,1003.0,244.02,A,201.0,5,9,7
198,2013-07-09 06:00:00,-10.7,-17.9,998.0,251.695,A,195.0,6,9,7
199,2013-07-09 07:00:00,-10.7,-21.4,1012.0,257.38,A,201.0,7,9,7
200,2013-07-09 08:00:00,-10.0,-17.1,1004.0,262.025,A,195.0,8,9,7
201,2013-07-09 09:00:00,-8.6,-17.9,1003.0,269.95,A,210.0,9,9,7
202,2013-07-09 10:00:00,-7.1,-21.4,1004.0,278.265,A,198.0,10,9,7
203,2013-07-09 11:00:00,-6.4,-21.4,1008.0,286.955,A,198.0,11,9,7
204,2013-07-09 12:00:00,-7.1,-19.3,1018.0,296.395,A,222.0,12,9,7
205,2013-07-09 13:00:00,-5.7,-20.7,1010.0,305.71,A,222.0,13,9,7
206,2013-07-09 14:00:00,-5.7,-20.0,1008.0,313.9,A,189.0,14,9,7
207,2013-07-09 15:00:00,-6.4,-18.6,996.0,322.825,A,204.0,15,9,7
208,2013-07-09 16:00:00,-5.7,-18.6,1013.0,328.975,A,213.0,16,9,7
209,2013-07-09 17:00:00,-6.4,-16.4,1007.0,336.375,A,210.0,17,9,7
210,2013-07-09 18:00:00,-6.4,-20.7,1003.0,342.685,A,210.0,18,9,7
211,2013-07-09 19:00:00,-6.4,-17.1,1003.0,346.73,A,222.0,19,9,7
212,2013-07-09 20:00:00,-7.9,-20.0,1004.0,352.775,A,213.0,20,9,7
213,2013-07-09 21:00:00,-6.4,-19.3,999.0,356.17,A,222.0,21,9,7
214,2013-07-09 22:00:00,-8.6,-17.1,1011.0,359.55,A,195.0,22,9,7
215,2013-07-09 23:00:00,-8.6,-20.0,1003.0,363.32,A,192.0,23,9,7
216,2013-07-10 00:00:00,-7.9,-18.6,1002.0,370.095,A,210.0,0,10,7
217,2013-07-10 01:00:00,-7.9,-20.0,994.0,377.245,A,204.0,1,10,7
218,2013-07-10 02:00:00,-8.6,-16.4,1013.0,382.805,A,204.0,2,10,7
219,2013-07-10 03:00:00,-7.9,-16.4,1004.0,391.745,A,222.0,3,10,7
220,2013-07-10 04:00:00,-7.9,-20.0,1006.0,399.645,A,219.0,4,10,7
221,2013-07-10 05:00:00,-7.9,-17.9,1012.0,404.94,A,204.0,5,10,7
222,2013-07-10 06:00:00,-11.4,-19.3,997.0,2.14,A,222.0,6,10,7
223,2013-07-10 07:00:00,-11.4,-20.7,1012.0,4.505,A,195.0,7,10,7
224,2013-07-10 08:00:00,-12.1,-20.0,1009.0,5.645,A,201.0,8,10,7
225,2013-07-10 09:00:00,-10.0,-17.1,1000.0,9.04,A,198.0,9,10,7
226,2013-07-10 10:00:00,-7.9,-17.1,1003.0,6.67,A,189.0,10,10,7
227,2013-07-10 11:00:00,-5.7,-17.9,997.0,5.795,A,222.0,11,10,7
228,2013-07-10 12:00:00,-6.4,-17.1,997.0,9.175,A,210.0,12,10,7
229,2013-07-10 13:00:00,-3.6,-15.7,997.0,14.735,A,216.0,13,10,7
230,2013-07-10 14:00:00,-3.6,-20.0,999.0,22.635,A,207.0,14,10,7
231,2013-07-10 15:00:00,-5.0,-20.7,997.0,30.035,A,198.0,15,10,7
232,2013-07-10 16:00:00,-2.9,-17.1,990.0,33.83,A,234.0,16,10,7
233,2013-07-10 17:00:00,-4.3,-15.7,989.0,5.27,A,240.0,17,10,7
234,2013-07-10 18:00:00,-7.1,-15.7,987.0,4.505,A,261.0,18,10,7
235,2013-07-10 19:00:00,-7.1,-16.4,985.0,8.01,A,252.0,19,10,7
236,2013-07-10 20:00:00,-6.4,-17.9,1001.0,12.43,A,285.0,20,10,7
237,2013-07-10 21:00:00,-6.4,-15.7,991.0,15.825,A,327.0,21,10,7
238,2013-07-10 22:00:00,-6.4,-19.3,983.0,19.83,A,315.0,22,10,7
239,2013-07-10 23:00:00,-9.3,-17.1,993.0,2.265,A,315.0,23,10,7
240,2013-07-11 00:00:00,-10.0,-16.4,997.0,3.28,A,309.0,0,11,7
241,2013-07-11 01:00:00,-4.3,-15.7,984.0,5.545,A,264.0,1,11,7
242,2013-07-11 02:00:00,-7.1,-16.4,992.0,8.335,A,216.0,2,11,7
243,2013-07-11 03:00:00,-10.0,-16.4,992.0,9.5,A,234.0,3,11,7
244,2013-07-11 04:00:00,-8.6,-18.6,991.0,2.79,A,213.0,4,11,7
245,2013-07-11 05:00:00,-7.1,-18.6,984.0,8.675,A,198.0,5,11,7
246,2013-07-11 06:00:00,-7.9,-17.9,1000.0,14.735,A,210.0,6,11,7
247,2013-07-11 07:00:00,-7.9,-19.3,983.0,20.545,A,186.0,7,11,7
248,2013-07-11 08:00:00,-8.6,-17.9,999.0,26.605,A,189.0,8,11,7
249,2013-07-11 09:00:00,-7.9,-17.1,998.0,34.28,A,204.0,9,11,7
250,2013-07-11 10:00:00,-5.7,-17.9,994.0,42.455,A,204.0,10,11,7
251,2013-07-11 11:00:00,-5.0,-15.7,997.0,50.755,A,216.0,11,11,7
252,2013-07-11 12:00:00,-4.3,-15.7,1004.0,58.405,A,201.0,12,11,7
253,2013-07-11 13:00:00,-3.6,-20.0,997.0,65.705,A,210.0,13,11,7
254,2013-07-11 14:00:00,-5.7,-17.9,995.0,72.98,A,195.0,14,11,7
255,2013-07-11 15:00:00,-4.3,-17.1,985.0,81.67,A,204.0,15,11,7
256,2013-07-11 16:00:00,-5.7,-19.3,1000.0,90.47,A,204.0,16,11,7
257,2013-07-11 17:00:00,-6.4,-17.1,985.0,96.405,A,198.0,17,11,7
258,2013-07-11 18:00:00,-6.4,-20.7,1001.0,101.325,A,216.0,18,11,7
259,2013-07-11 19:00:00,-6.4,-18.6,984.0,107.975,A,219.0,19,11,7
260,2013-07-11 20:00:00,-7.1,-17.9,1004.0,2.015,A,192.0,20,11,7
261,2013-07-11 21:00:00,-7.9,-20.7,990.0,4.77,A,201.0,21,11,7
262,2013-07-11 22:00:00,-7.9,-20.0,996.0,2.265,A,246.0,22,11,7
263,2013-07-11 23:00:00,-9.3,-20.7,990.0,2.905,A,246.0,23,11,7
264,2013-07-12 00:00:00,-9.3,-19.3,1001.0,2.54,A,249.0,0,12,7
265,2013-07-12 01:00:00,-8.6,-20.0,1002.0,5.205,A,204.0,1,12,7
266,2013-07-12 02:00:00,-10.7,-18.6,985.0,6.37,A,228.0,2,12,7
267,2013-07-12 03:00:00,-10.7,-17.1,985.0,2.265,A,228.0,3,12,7
268,2013-07-12 04:00:00,-10.7,-16.4,1003.0,4.88,A,222.0,4,12,7
269,2013-07-12 05:00:00,-10.0,-17.1,987.0,5.545,A,231.0,5,12,7
270,2013-07-12 06:00:00,-14.3,-20.7,999.0,9.425,A,258.0,6,12,7
271,2013-07-12 07:00:00,-13.6,-17.1,994.0,9.565,A,243.0,7,12,7
272,2013-07-12 08:00:00,-12.9,-17.9,997.0,2.64,A,252.0,8,12,7
273,2013-07-12 09:00:00,-10.0,-15.7,996.0,2.54,A,288.0,9,12,7
274,2013-07-12 10:00:00,-7.9,-17.9,1001.0,4.455,A,276.0,10,12,7
275,2013-07-12 11:00:00,-7.9,-15.7,1002.0,6.245,A,294.0,11,12,7
276,2013-07-12 12:00:00,-3.6,-15.7,996.0,2.39,A,276.0,12,12,7
277,2013-07-12 13:00:00,-2.9,-18.6,984.0,2.53,A,264.0,13,12,7
278,2013-07-12 14:00:00,-3.6,-18.6,1001.0,4.895,A,294.0,14,12,7
279,2013-07-12 15:00:00,-2.9,-17.1,993.0,8.15,A,267.0,15,12,7
280,2013-07-12 16:00:00,-3.6,-17.9,995.0,11.405,A,306.0,16,12,7
281,2013-07-12 17:00:00,-6.4,-16.4,1002.0,12.945,A,228.0,17,12,7
282,2013-07-12 18:00:00,-5.0,-16.4,982.0,16.075,A,267.0,18,12,7
283,2013-07-12 19:00:00,-8.6,-15.7,988.0,16.965,A,258.0,19,12,7
284,2013-07-12 20:00:00,-7.9,-17.9,983.0,2.015,A,258.0,20,12,7
285,2013-07-12 21:00:00,-9.3,-18.6,997.0,2.64,A,294.0,21,12,7
286,2013-07-12 22:00:00,-8.6,-14.3,983.0,2.14,A,321.0,22,12,7
287,2013-07-12 23:00:00,-11.4,-18.6,994.0,2.905,A,348.0,23,12,7
288,2013-07-13 00:00:00,-10.7,-15.7,994.0,2.015,A,360.0,0,13,7
289,2013-07-13 01:00:00,-10.7,-19.3,998.0,3.54,A,498.0,1,13,7
290,2013-07-13 02:00:00,-11.4,-19.3,984.0,3.29,A,468.0,2,13,7
291,2013-07-13 03:00:00,-12.1,-17.9,986.0,6.42,A,432.0,3,13,7
292,2013-07-13 04:00:00,-10.7,-16.4,991.0,7.71,A,369.0,4,13,7
293,2013-07-13 05:00:00,-11.4,-15.0,985.0,9.225,A,342.0,5,13,7
294,2013-07-13 06:00:00,-10.7,-15.0,988.0,10.89,A,366.0,6,13,7
295,2013-07-13 07:00:00,-12.1,-15.7,997.0,13.27,A,354.0,7,13,7
296,2013-07-13 08:00:00,-10.7,-16.4,986.0,1.89,A,372.0,8,13,7
297,2013-07-13 09:00:00,-10.0,-16.4,994.0,3.29,A,366.0,9,13,7
298,2013-07-13 10:00:00,-5.7,-16.4,984.0,1.515,A,327.0,10,13,7
299,2013-07-13 11:00:00,-5.7,-15.7,998.0,3.53,A,333.0,11,13,7
300,2013-07-13 12:00:00,-2.9,-18.6,998.0,3.795,A,309.0,12,13,7
301,2013-07-13 13:00:00,-2.1,-18.6,985.0,6.685,A,264.0,13,13,7
302,2013-07-13 14:00:00,-0.7,-19.3,986.0,17.265,A,255.0,14,13,7
303,2013-07-13 15:00:00,-1.4,-20.0,994.0,25.705,A,264.0,15,13,7
304,2013-07-13 16:00:00,-1.4,-18.6,989.0,32.980000000000004,A,282.0,16,13,7
